#x,y
   0.00000006,   0.00000000
   0.04993754,   0.00249843
   0.09950325,   0.00997510
   0.14833736,   0.02237467
   0.19610375,   0.03960694
   0.24249955,   0.06154969
   0.28726275,   0.08805238
   0.33017723,   0.11894056
   0.37107518,   0.15402056
   0.40983714,   0.19308434
   0.44638991,   0.23591430
   0.48070272,   0.28228762
   0.51278234,   0.33198036
   0.54266745,   0.38477091
   0.57042275,   0.44044284
   0.59613319,   0.49878728
   0.61989860,   0.55960463
   0.64182884,   0.62270582
   0.66203963,   0.68791308
   0.68064902,   0.75506037
   0.69777461,   0.82399343
   0.71353135,   0.89456967
   0.72802987,   0.96665777
   0.74137538,   1.04013721
   0.75366686,   1.11489771
   0.76499671,   1.19083854
   0.77545052,   1.26786786
   0.78510713,   1.34590208
   0.79403880,   1.42486513
   0.80231151,   1.50468788
   0.80998526,   1.58530747
   0.81711452,   1.66666679
   0.82374857,   1.74871387
   0.82993198,   1.83140148
   0.83570496,   1.91468659
   0.84110377,   1.99853001
   0.84616110,   2.08289597
   0.85090640,   2.16775183
   0.85536620,   2.25306773
   0.85956441,   2.33881635
   0.86352259,   2.42497262
   0.86726017,   2.51151352
   0.87079472,   2.59841789
   0.87414208,   2.68566622
   0.87731661,   2.77324054
   0.88033128,   2.86112422
   0.88319787,   2.94930186
   0.88592706,   3.03775921
   0.88852857,   3.12648302
   0.89101124,   3.21546097
   0.89338312,   3.30468158
   0.89565157,   3.39413414
   0.89782332,   3.48380867
   0.89990452,   3.57369579
   0.90190082,   3.66378674
   0.90381742,   3.75407330
   0.90565907,   3.84454773
   0.90743018,   3.93520276
   0.90913480,   4.02603155
   0.91077668,   4.11702763
   0.91235929,   4.20818491
   0.91388584,   4.29949762
   0.91535931,   4.39096030
   0.91678247,   4.48256780
   0.91815790,   4.57431521
   0.91948801,   4.66619787
   0.92077504,   4.75821137
   0.92202107,   4.85035151
   0.92322808,   4.94261429
   0.92439788,   5.03499589
   0.92553220,   5.12749268
   0.92663265,   5.22010120
   0.92770074,   5.31281813
   0.92873790,   5.40564032
   0.92974548,   5.49856473
   0.93072472,   5.59158847
   0.93167683,   5.68470877
   0.93260293,   5.77792297
   0.93350407,   5.87122852
   0.93438127,   5.96462298
   0.93523548,   6.05810401
   0.93606759,   6.15166934
   0.93687847,   6.24531682
   0.93766891,   6.33904435
   0.93843968,   6.43284995
   0.93919153,   6.52673166
   0.93992514,   6.62068764
   0.94064116,   6.71471610
   0.94134024,   6.80881531
   0.94202297,   6.90298360
   0.94268991,   6.99721938
   0.94334162,   7.09152108
   0.94397861,   7.18588721
   0.94460138,   7.28031633
   0.94521040,   7.37480703
   0.94580612,   7.46935796
   0.94638898,   7.56396783
   0.94695940,   7.65863535
   0.94751775,   7.75335930
   0.94806444,   7.84813851
   0.94859982,   7.94297181
   0.94912423,   8.03785811
   0.94963802,   8.13279631
   0.95014150,   8.22778537
   0.95063499,   8.32282427
   0.95111878,   8.41791204
   0.95159315,   8.51304772
   0.95205837,   8.60823037
   0.95251472,   8.70345909
   0.95296243,   8.79873302
   0.95340176,   8.89405130
   0.95383294,   8.98941310
   0.95425620,   9.08481763
   0.95467174,   9.18026409
   0.95507979,   9.27575172
   0.95548054,   9.37127980
   0.95587418,   9.46684759
   0.95626092,   9.56245441
   0.95664091,   9.65809955
   0.95701435,   9.75378237
   0.95738140,   9.84950221
   0.95774222,   9.94525844
   0.95809696,  10.04105045
   0.95844580,  10.13687764
   0.95878886,  10.23273942
   0.95912629,  10.32863522
   0.95945823,  10.42456449
   0.95978481,  10.52052669
   0.96010617,  10.61652128
   0.96042242,  10.71254775
   0.96073369,  10.80860560
   0.96104009,  10.90469433
   0.96134174,  11.00081346
   0.96163875,  11.09696252
   0.96193122,  11.19314106
   0.96221926,  11.28934862
   0.96250297,  11.38558477
   0.96278244,  11.48184907
   0.96305777,  11.57814112
   0.96332906,  11.67446049
   0.96359638,  11.77080680
   0.96385982,  11.86717964
   0.96411948,  11.96357863
   0.96437542,  12.06000341
   0.96462774,  12.15645360
   0.96487650,  12.25292884
   0.96512179,  12.34942878
   0.96536366,  12.44595308
   0.96560221,  12.54250140
   0.96583748,  12.63907342
   0.96606956,  12.73566879
   0.96629849,  12.83228722
   0.96652436,  12.92892839
   0.96674722,  13.02559199
   0.96696712,  13.12227774
   0.96718414,  13.21898532
   0.96739831,  13.31571447
   0.96760971,  13.41246489
   0.96781838,  13.50923632
   0.96802437,  13.60602848
   0.96822775,  13.70284111
   0.96842855,  13.79967394
   0.96862682,  13.89652673
   0.96882262,  13.99339922
   0.96901599,  14.09029117
   0.96920697,  14.18720234
   0.96939561,  14.28413249
   0.96958194,  14.38108139
   0.96976603,  14.47804880
   0.96994789,  14.57503452
   0.97012758,  14.67203831
   0.97030513,  14.76905996
   0.97048058,  14.86609927
   0.97065397,  14.96315601
   0.97082533,  15.06022999
   0.97099470,  15.15732101
   0.97116212,  15.25442887
   0.97132761,  15.35155337
   0.97149121,  15.44869433
   0.97165295,  15.54585155
   0.97181287,  15.64302485
   0.97197099,  15.74021406
   0.97212734,  15.83741899
   0.97228196,  15.93463947
   0.97243487,  16.03187533
   0.97258611,  16.12912639
   0.97273569,  16.22639250
   0.97288365,  16.32367348
   0.97303000,  16.42096917
   0.97317479,  16.51827942
   0.97331803,  16.61560408
   0.97345975,  16.71294298
   0.97359996,  16.81029598
   0.97373871,  16.90766292
   0.97387600,  17.00504367
   0.97401186,  17.10243807
   0.97414632,  17.19984599
   0.97427939,  17.29726729
   0.97441109,  17.39470183
   0.97454146,  17.49214947
   0.97467050,  17.58961007
   0.97479824,  17.68708352
   0.97492470,  17.78456968
   0.97504989,  17.88206842
   0.97517384,  17.97957962
   0.97529656,  18.07710315
   0.97541808,  18.17463889
   0.97553840,  18.27218672
   0.97565755,  18.36974653
   0.97577555,  18.46731820
   0.97589241,  18.56490160
   0.97600814,  18.66249664
   0.97612277,  18.76010319
   0.97623631,  18.85772116
   0.97634877,  18.95535042
   0.97646017,  19.05299088
   0.97657053,  19.15064242
   0.97667985,  19.24830495
   0.97678816,  19.34597836
   0.97689547,  19.44366255
   0.97700179,  19.54135742
   0.97710714,  19.63906287
   0.97721152,  19.73677881
   0.97731496,  19.83450515
   0.97741746,  19.93224177
   0.97751904,  20.02998861
   0.97761971,  20.12774555
   0.97771948,  20.22551252
   0.97781837,  20.32328942
   0.97791638,  20.42107616
   0.97801353,  20.51887267
   0.97810982,  20.61667884
   0.97820528,  20.71449460
   0.97829991,  20.81231987
   0.97839371,  20.91015456
   0.97848672,  21.00799859
   0.97857892,  21.10585187
   0.97867033,  21.20371434
   0.97876097,  21.30158591
   0.97885085,  21.39946651
   0.97893996,  21.49735606
   0.97902832,  21.59525448
   0.97911595,  21.69316170
   0.97920285,  21.79107764
   0.97928903,  21.88900224
   0.97937449,  21.98693543
   0.97945925,  22.08487712
   0.97954332,  22.18282725
   0.97962671,  22.28078576
   0.97970941,  22.37875257
   0.97979145,  22.47672762
   0.97987282,  22.57471084
   0.97995355,  22.67270216
   0.98003362,  22.77070153
   0.98011306,  22.86870887
   0.98019188,  22.96672412
   0.98027006,  23.06474722
   0.98034764,  23.16277811
   0.98042460,  23.26081673
   0.98050097,  23.35886301
   0.98057674,  23.45691690
   0.98065192,  23.55497834
   0.98072653,  23.65304727
   0.98080056,  23.75112363
   0.98087402,  23.84920736
   0.98094692,  23.94729841
   0.98101927,  24.04539673
   0.98109108,  24.14350225
   0.98116234,  24.24161492
   0.98123306,  24.33973470
   0.98130326,  24.43786152
   0.98137293,  24.53599533
   0.98144209,  24.63413609
   0.98151073,  24.73228373
   0.98157887,  24.83043822
   0.98164651,  24.92859949
   0.98171365,  25.02676750
   0.98178030,  25.12494220
   0.98184647,  25.22312355
   0.98191216,  25.32131148
   0.98197738,  25.41950596
   0.98204212,  25.51770694
   0.98210641,  25.61591437
   0.98217023,  25.71412821
   0.98223360,  25.81234840
   0.98229652,  25.91057491
   0.98235900,  26.00880769
   0.98242104,  26.10704670
   0.98248264,  26.20529189
   0.98254381,  26.30354321
   0.98260456,  26.40180063
   0.98266489,  26.50006411
   0.98272479,  26.59833360
   0.98278429,  26.69660905
   0.98284338,  26.79489044
   0.98290206,  26.89317772
   0.98296034,  26.99147084
   0.98301823,  27.08976977
   0.98307572,  27.18807447
   0.98313283,  27.28638490
   0.98318955,  27.38470103
   0.98324589,  27.48302280
   0.98330186,  27.58135019
   0.98335745,  27.67968316
   0.98341267,  27.77802167
   0.98346753,  27.87636568
   0.98352203,  27.97471516
   0.98357617,  28.07307008
   0.98362995,  28.17143039
   0.98368338,  28.26979606
   0.98373647,  28.36816705
   0.98378921,  28.46654334
   0.98384161,  28.56492488
   0.98389367,  28.66331165
   0.98394540,  28.76170360
   0.98399679,  28.86010072
   0.98404786,  28.95850295
   0.98409860,  29.05691028
   0.98414902,  29.15532266
   0.98419913,  29.25374007
   0.98424891,  29.35216248
   0.98429839,  29.45058984
   0.98434755,  29.54902214
   0.98439641,  29.64745934
   0.98444496,  29.74590141
   0.98449321,  29.84434832
   0.98454116,  29.94280005
   0.98458882,  30.04125655
   0.98463618,  30.13971780
   0.98468326,  30.23818377
   0.98473004,  30.33665444
   0.98477654,  30.43512977
   0.98482276,  30.53360974
   0.98486870,  30.63209432
   0.98491436,  30.73058347
   0.98495975,  30.82907718
   0.98500486,  30.92757541
   0.98504971,  31.02607814
   0.98509429,  31.12458535
   0.98513860,  31.22309699
   0.98518265,  31.32161306
   0.98522644,  31.42013351
   0.98526997,  31.51865834
   0.98531324,  31.61718750
   0.98535626,  31.71572097
   0.98539903,  31.81425874
   0.98544155,  31.91280077
   0.98548383,  32.01134704
   0.98552586,  32.10989753
   0.98556764,  32.20845221
   0.98560919,  32.30701105
   0.98565050,  32.40557404
   0.98569157,  32.50414114
   0.98573240,  32.60271234
   0.98577301,  32.70128761
   0.98581338,  32.79986694
   0.98585352,  32.89845028
   0.98589344,  32.99703763
   0.98593313,  33.09562896
   0.98597261,  33.19422425
   0.98601186,  33.29282348
