#x,y
   0.00000006,   0.00000000
   0.04993754,   0.10000000
   0.09950325,   0.20000000
   0.14833736,   0.30000000
   0.19610375,   0.40000000
   0.24249955,   0.50000000
   0.28726275,   0.60000000
   0.33017723,   0.70000000
   0.37107518,   0.80000000
   0.40983714,   0.90000000
   0.44638991,   1.00000000
   0.48070272,   1.10000000
   0.51278234,   1.20000000
   0.54266745,   1.30000000
   0.57042275,   1.40000000
   0.59613319,   1.50000000
   0.61989860,   1.60000000
   0.64182884,   1.70000000
   0.66203963,   1.80000000
   0.68064902,   1.90000000
   0.69777461,   2.00000000
   0.71353135,   2.10000000
   0.72802987,   2.20000000
   0.74137538,   2.30000000
   0.75366686,   2.40000000
   0.76499671,   2.50000000
   0.77545052,   2.60000000
   0.78510713,   2.70000000
   0.79403880,   2.80000000
   0.80231151,   2.90000000
   0.80998526,   3.00000000
   0.81711452,   3.10000000
   0.82374857,   3.20000000
   0.82993198,   3.30000000
   0.83570496,   3.40000000
   0.84110377,   3.50000000
   0.84616110,   3.60000000
   0.85090640,   3.70000000
   0.85536620,   3.80000000
   0.85956441,   3.90000000
   0.86352259,   4.00000000
   0.86726017,   4.10000000
   0.87079472,   4.20000000
   0.87414208,   4.30000000
   0.87731661,   4.40000000
   0.88033128,   4.50000000
   0.88319787,   4.60000000
   0.88592706,   4.70000000
   0.88852857,   4.80000000
   0.89101124,   4.90000000
   0.89338312,   5.00000000
   0.89565157,   5.10000000
   0.89782332,   5.20000000
   0.89990452,   5.30000000
   0.90190082,   5.40000000
   0.90381742,   5.50000000
   0.90565907,   5.60000000
   0.90743018,   5.70000000
   0.90913480,   5.80000000
   0.91077668,   5.90000000
   0.91235929,   6.00000000
   0.91388584,   6.10000000
   0.91535931,   6.20000000
   0.91678247,   6.30000000
   0.91815790,   6.40000000
   0.91948801,   6.50000000
   0.92077504,   6.60000000
   0.92202107,   6.70000000
   0.92322808,   6.80000000
   0.92439788,   6.90000000
   0.92553220,   7.00000000
   0.92663265,   7.10000000
   0.92770074,   7.20000000
   0.92873790,   7.30000000
   0.92974548,   7.40000000
   0.93072472,   7.50000000
   0.93167683,   7.60000000
   0.93260293,   7.70000000
   0.93350407,   7.80000000
   0.93438127,   7.90000000
   0.93523548,   8.00000000
   0.93606759,   8.10000000
   0.93687847,   8.20000000
   0.93766891,   8.30000000
   0.93843968,   8.40000000
   0.93919153,   8.50000000
